name,F_o,F_cv,t_o,C_o,a,C_x,iter,sei,ses,r2,slope,domain,n,ID,datetime,soilt,soilm,soilc,IDnum,treatment
ch4,-0.465734,1.3318,-1.35051,1992.37,3.16E-05,0,10,0.0378402,0.000521933,0.993706,-0.0629058,93,94,6A,2025-05-27 15:00:21,32.63333333,0.2111666667,0.01575,6A,S
co2,10.112,1.07885,-1.32483,401.244,0.00194436,1103.69,2,0.2777,0.00383034,0.999039,1.36581,93,94,6A,2025-05-27 15:00:21,32.63333333,0.2111666667,0.01575,6A,S
ch4,-0.316503,1.79041,-49.2048,1994.34,1.90E-05,0,10,0.0400114,0.000551882,0.980878,-0.0379138,93,94,6B,2025-05-27 15:04:41,30.95833333,0.06583333333,0.002,6B,S
co2,9.07344,1.10995,-20.4996,382.171,0.000230164,5104.48,2,0.300307,0.00414216,0.998607,1.08691,93,94,6B,2025-05-27 15:04:41,30.95833333,0.06583333333,0.002,6B,S
ch4,-0.423759,1.4764,-11.9361,1992.39,2.65E-05,0,10,0.0399384,0.000550874,0.990057,-0.0527263,93,94,6C,2025-05-27 15:08:59,1109.725,1083.246483,1083.225892,6C,S
co2,9.9493,1.08186,-6.99633,408.844,0.000362445,3824.39,2,0.257371,0.00354995,0.999199,1.23795,93,94,6C,2025-05-27 15:08:59,1109.725,1083.246483,1083.225892,6C,S
ch4,-0.516635,1.38193,-0.265491,1989.63,3.26E-05,0,10,0.0426949,0.000588895,0.992495,-0.0649581,93,94,5A,2025-05-27 15:15:45,28.35333333,0.001883333333,0.001,5A,C
co2,16.7214,1.05754,3.30955,399.266,0.000983383,2537.22,2,0.266332,0.00367354,0.999678,2.10243,93,94,5A,2025-05-27 15:15:45,28.35333333,0.001883333333,0.001,5A,C
ch4,-0.53053,1.4063,-19.8925,1988.93,3.43E-05,0,10,0.0466963,0.000644087,0.991882,-0.0682877,93,94,5B,2025-05-27 15:19:32,27.64583333,0.122,0.005,5B,C
co2,14.7633,1.05778,4.27072,497.114,0.00264616,1215.24,10,0.24196,0.00333738,0.999595,1.90027,93,94,5B,2025-05-27 15:19:32,27.64583333,0.122,0.005,5B,C
ch4,-0.540811,1.35372,-7.54489,1988.08,3.41E-05,0,10,0.0424342,0.000585299,0.993199,-0.0678455,93,94,5C,2025-05-27 15:23:00,27.00333333,0.120625,0.01235833333,5C,C
co2,9.90352,1.07501,13.8986,409.094,0.00126324,1392.61,2,0.23372,0.00322373,0.999283,1.24241,93,94,5C,2025-05-27 15:23:00,27.00333333,0.120625,0.01235833333,5C,C
ch4,-0.453448,1.47693,-23.5394,1988.29,2.93E-05,0,10,0.0441577,0.000609072,0.990045,-0.0582603,93,94,4B,2025-05-27 15:29:41,3766.179167,3912.778087,3912.65887,4B,M
co2,11.1332,1.06426,-4.9688,374.435,0.00034134,4565.04,2,0.218205,0.00300972,0.999571,1.43042,93,94,4B,2025-05-27 15:29:41,3766.179167,3912.778087,3912.65887,4B,M
ch4,-0.369776,1.51982,-26.7392,1984.08,2.40E-05,0,10,0.038351,0.000525356,0.988777,-0.0475538,94,95,4A,2025-05-27 15:53:37,9999,9999,9999,4A,M
co2,7.3751,1.12547,-10.4468,401.047,0.00222643,827.043,4,0.291561,0.00399399,0.997623,0.94845,94,95,4A,2025-05-27 15:53:37,9999,9999,9999,4A,M
ch4,-0.354138,1.7457,-31.6192,1987.54,2.32E-05,0,10,0.0470058,0.000643915,0.982116,-0.0460185,94,95,4C,2025-05-27 16:01:07,9999,9999,9999,4C,M
co2,12.1671,1.06704,-16.8671,369.297,0.00136551,1527.14,3,0.255512,0.00350016,0.999419,1.58105,94,95,4C,2025-05-27 16:01:07,9999,9999,9999,4C,M
ch4,-0.290448,1.68314,-32.2394,1985.28,1.86E-05,0,10,0.0355959,0.000487615,0.98405,-0.0369359,94,95,1A,2025-05-27 16:08:15,3764.875,3749.741875,3749.63,1A,S
co2,10.9269,1.05925,-17.9314,398.32,0.000931589,1889.92,3,0.181163,0.00248168,0.999649,1.38956,94,95,1A,2025-05-27 16:08:15,3764.875,3749.741875,3749.63,1A,S
ch4,-0.460412,1.41387,-2.1496,1987.94,0.00779182,1980.44,10,0.0406456,0.000556789,0.974454,-0.0583978,94,95,1B,2025-05-27 16:12:58,3764.75,3749.74125,3749.631875,1B,S
co2,6.06938,1.11325,88.5182,658.872,7.70E-07,1.00E+06,6,0.217176,0.00297501,0.998613,0.769829,94,95,1B,2025-05-27 16:12:58,3764.75,3749.74125,3749.631875,1B,S
ch4,-0.431505,1.37636,-30.878,1987.46,2.86E-05,0,10,0.037239,0.000510123,0.992583,-0.0569111,94,95,1C,2025-05-27 16:19:50,8419.688333,8415.846533,8415.825792,1C,S
co2,12.6846,1.05594,-19.1651,377.772,0.00205633,1191.34,6,0.189517,0.00259612,0.999674,1.67297,94,95,1C,2025-05-27 16:19:50,8419.688333,8415.846533,8415.825792,1C,S
ch4,-0.377103,1.55192,-6.85752,1986.94,2.43E-05,0,10,0.0401139,0.000553296,0.988024,-0.0482035,93,94,2A,2025-05-27 16:29:27,24.3,0.187,0.009,2A,C
co2,8.22762,1.06618,-6.41434,404.661,0.000791766,1732.96,2,0.16317,0.00225063,0.999523,1.0517,93,94,2A,2025-05-27 16:29:27,24.3,0.187,0.009,2A,C
ch4,-0.42254,1.4615,-4.6585,1987.19,2.69E-05,0,10,0.039927,0.000546945,0.990371,-0.0534936,94,95,2C,2025-05-27 16:34:27,24.4975,0.170525,0.008,2C,C
co2,13.9411,1.05906,-11.6289,418.421,0.00181062,1393.19,5,0.227011,0.00310974,0.999609,1.76494,94,95,2C,2025-05-27 16:34:27,24.4975,0.170525,0.008,2C,C
ch4,-0.50833,1.62754,-10.0459,1986.47,3.34E-05,0,10,0.0603787,0.000827105,0.985717,-0.0662623,94,95,2B,2025-05-27 16:39:18,24.495,0.1974736842,0.011,2B,C
co2,16.2933,1.08317,2.03271,426.587,0.00109727,2362.2,2,0.44524,0.00609918,0.999105,2.12388,94,95,2B,2025-05-27 16:39:18,24.495,0.1974736842,0.011,2B,C
ch4,-0.408282,1.36597,-21.3722,1989.03,2.55E-05,0,10,0.0325775,0.000446267,0.992847,-0.0507044,94,95,3C,2025-05-27 16:44:21,24.5,0.232,0.01,3C,M
co2,9.73825,1.0712,-11.7789,466.5,0.000203692,6403.87,2,0.209359,0.00286794,0.999459,1.20939,94,95,3C,2025-05-27 16:44:21,24.5,0.232,0.01,3C,M
ch4,-0.331681,1.57243,-28.4214,1988.31,2.14E-05,0,10,0.0365115,0.000500158,0.987324,-0.0425683,94,95,3A,2025-05-27 16:49:27,3764.7425,3749.74875,3749.6306,3A,M
co2,8.71715,1.06711,-13.0296,400.28,5.88E-05,19433.1,2,0.176515,0.00241801,0.999561,1.11877,94,95,3A,2025-05-27 16:49:27,3764.7425,3749.74875,3749.6306,3A,M
ch4,-0.440066,1.35641,-4.10768,1987.12,2.91E-05,0,10,0.0365283,0.000500388,0.993097,-0.0578801,94,95,3B,2025-05-27 16:53:53,23.72583333,0.2633258427,0.012,3B,M
co2,15.5155,1.05697,1.5669,454.692,0.00193937,1506.94,3,0.234379,0.00321067,0.999697,2.04068,94,95,3B,2025-05-27 16:53:53,23.72583333,0.2633258427,0.012,3B,M
ch4,-0.391111,1.47123,-5.0639,1991.58,2.40E-05,0,10,0.0357985,0.00049039,0.990293,-0.0477657,94,95,13A,2025-05-29 11:06:55,19.48166667,0.1803416667,0.012,13A,S
co2,9.30553,1.0807,2.38457,440.094,0.000331985,3863.34,2,0.198815,0.00272349,0.999441,1.13647,94,95,13A,2025-05-29 11:06:55,19.48166667,0.1803416667,0.012,13A,S
ch4,5.55597,1.06693,0.0272114,1990.34,0.00310713,2211.63,10,0.0839022,0.00114935,0.999594,0.687599,94,95,13B,2025-05-29 11:11:16,19.8,0.2023333333,0.011,13B,S
co2,24.1016,1.06734,0.326122,425.671,0.00248149,1627.68,9,0.369672,0.005064,0.999617,2.98278,94,95,13B,2025-05-29 11:11:16,19.8,0.2023333333,0.011,13B,S
ch4,-0.040841,8.60372,67.6086,1990.67,2.66E-06,0,2,0.03275,0.000451724,0.598514,-0.00529016,93,94,13C,2025-05-29 11:14:39,19.8,0.1715166667,0.01,13C,S
co2,17.4137,1.05994,-3.5806,427.012,0.00210707,1497.5,9,0.185582,0.00255976,0.999837,2.25561,93,94,13C,2025-05-29 11:14:39,19.8,0.1715166667,0.01,13C,S
ch4,-0.326201,1.51674,-7.88581,1989.45,2.13E-05,0,10,0.0337981,0.000462988,0.989053,-0.0424406,94,95,10C,2025-05-29 11:23:09,19.9,0.153,0.011,10C,C
co2,5.74423,1.0892,-8.06629,430.199,7.48E-07,1.00E+06,10,0.150335,0.00205939,0.999294,0.747357,94,95,10C,2025-05-29 11:23:09,19.9,0.153,0.011,10C,C
ch4,-0.317363,1.58888,-8.49253,1989.72,2.07E-05,0,10,0.0357656,0.000489939,0.98702,-0.0412008,94,95,10B,2025-05-29 11:27:11,19.8,0.1536315789,0.008,10B,C
co2,5.61417,1.0892,8.89195,435.479,0.00184992,829.467,2,0.146584,0.00200799,0.999108,0.728845,94,95,10B,2025-05-29 11:27:11,19.8,0.1536315789,0.008,10B,C
ch4,-0.461418,1.35779,-11.5893,1990.39,2.85E-05,0,10,0.0354627,0.00048579,0.993231,-0.0567486,94,95,7B,2025-05-29 11:32:14,19.7,0.164,0.007,7B,C
co2,8.58123,1.07435,-2.69417,423.932,0.000881121,1621.71,2,0.160568,0.00219957,0.999539,1.05538,94,95,7B,2025-05-29 11:32:14,19.7,0.164,0.007,7B,C
ch4,-0.293816,1.63963,-17.2994,1990.03,1.84E-05,0,10,0.0336574,0.000461061,0.985543,-0.0367109,94,95,7C,2025-05-29 11:35:39,19.5475,0.149,0.008025,7C,C
co2,9.28826,1.07575,-2.71911,430.391,0.00231577,931.53,3,0.182119,0.00249477,0.999392,1.16052,94,95,7C,2025-05-29 11:35:39,19.5475,0.149,0.008025,7C,C
ch4,-0.302028,1.68114,-13.097,1989.74,1.91E-05,0,10,0.0364217,0.000498927,0.984299,-0.038096,94,95,7A,2025-05-29 11:39:21,19.525,0.131,0.012,7A,C
co2,8.69744,1.06841,-6.117,423.523,0.000385889,3266.42,2,0.139827,0.00191543,0.999699,1.09704,94,95,7A,2025-05-29 11:39:21,19.525,0.131,0.012,7A,C
ch4,-0.707204,1.20758,-1.83044,1989.27,0.00741512,1977.26,10,0.0382772,0.000524651,0.99074,-0.0890469,94,94,4B,2025-05-29 11:43:03,19.5,0.13,0.008,4B,M
co2,7.25129,1.07597,-1.98341,426.363,0.00192413,900.882,2,0.143812,0.00197117,0.999429,0.913039,94,94,4B,2025-05-29 11:43:03,19.5,0.13,0.008,4B,M
ch4,-0.66193,1.26183,-3.20438,1989.42,0.00722488,1977.68,10,0.0427612,0.000588256,0.987304,-0.0847839,94,94,4C,2025-05-29 11:46:49,19.8605042,0.082,0.004,4C,M
co2,10.2452,1.07894,-2.0852,440.571,0.00371033,794.252,10,0.220236,0.00302973,0.999152,1.31227,94,94,4C,2025-05-29 11:46:49,19.8605042,0.082,0.004,4C,M
ch4,-0.346962,1.54837,-25.6567,1989.3,2.20E-05,0,10,0.0363118,0.000496265,0.988306,-0.0437594,94,94,4A,2025-05-29 11:50:59,19.9,0.151,0.008,4A,M
co2,5.23862,1.13507,-5.08514,426.836,0.000952396,1120.56,2,0.203421,0.00278011,0.998115,0.660702,94,94,4A,2025-05-29 11:50:59,19.9,0.151,0.008,4A,M
ch4,-0.137412,2.73025,-58.0957,1990.3,8.62E-06,0,10,0.0315582,0.000432303,0.944299,-0.0171653,94,95,1A,2025-05-29 11:55:39,19.9,0.17,0.008,1A,S
co2,18.765,1.08523,-4.27912,429.759,0.00298605,1214.77,7,0.44007,0.00602836,0.99903,2.34409,94,95,1A,2025-05-29 11:55:39,19.9,0.17,0.008,1A,S
ch4,-0.351387,1.487,-25.0758,1990.19,2.21E-05,0,10,0.0336139,0.000460465,0.989877,-0.043912,94,95,1B,2025-05-29 11:59:20,19.98666667,0.321,0.04957692308,1B,S
co2,10.0549,1.06588,-7.97689,432.516,0.00184879,1112.17,5,0.143569,0.0019667,0.999693,1.25654,94,95,1B,2025-05-29 11:59:20,19.98666667,0.321,0.04957692308,1B,S
ch4,-0.43345,1.33757,-20.7311,1988.12,2.83E-05,0,10,0.0338053,0.000463221,0.993804,-0.0562699,94,94,1C,2025-05-29 12:03:20,20,0.145,0.007,1C,S
co2,8.73876,1.07014,-7.5424,435.701,0.0025086,887.926,7,0.152208,0.00208565,0.999536,1.13445,94,94,1C,2025-05-29 12:03:20,20,0.145,0.007,1C,S
ch4,-0.420258,1.35309,-22.5571,1989.13,2.64E-05,0,10,0.0324917,0.000445091,0.993354,-0.0524764,94,95,2C,2025-05-29 12:08:15,3762.095,5356.689786,5356.611786,2C,C
co2,7.8551,1.0728,-9.57325,425.221,0.000192852,5511.2,2,0.142197,0.0019479,0.999621,0.980843,94,95,2C,2025-05-29 12:08:15,3762.095,5356.689786,5356.611786,2C,C
ch4,-0.411454,1.47623,0.547015,1987.97,2.60E-05,0,10,0.0387977,0.000534748,0.990274,-0.0517562,94,94,2A,2025-05-29 12:11:35,3845.27,3833.03125,3832.954717,2A,C
co2,6.25259,1.09115,6.87346,428.305,0.00122547,1070.1,2,0.160264,0.00220891,0.999149,0.786504,94,94,2A,2025-05-29 12:11:35,3845.27,3833.03125,3832.954717,2A,C
ch4,-0.449537,1.34779,-16.8948,1987.84,2.90E-05,0,10,0.0353197,0.000483831,0.993488,-0.0576303,94,95,2B,2025-05-29 12:15:31,19.95,0.133,0.007,2B,C
co2,7.49757,1.07593,-3.92605,429.405,9.62E-07,1.00E+06,10,0.150361,0.00205974,0.999573,0.961185,94,95,2B,2025-05-29 12:15:31,19.95,0.133,0.007,2B,C
ch4,-0.407628,1.35987,-14.8179,1988.82,2.64E-05,0,10,0.0329452,0.000451303,0.99319,-0.0525603,94,95,5A,2025-05-29 12:18:52,19.96333333,0.1276333333,0.008,5A,C
co2,8.18513,1.08818,0.19397,427.393,0.00094504,1544.18,2,0.206925,0.00283459,0.999231,1.05541,94,95,5A,2025-05-29 12:18:52,19.96333333,0.1276333333,0.008,5A,C
ch4,-0.508502,1.3767,-8.42669,1988.15,3.16E-05,0,10,0.0404981,0.000555498,0.992844,-0.0627591,94,94,5C,2025-05-29 12:22:51,19.96218487,0.143,0.007,5C,C
co2,7.4849,1.0706,1.57793,421.954,0.00094833,1396.07,2,0.124788,0.00171168,0.999639,0.923784,94,94,5C,2025-05-29 12:22:51,19.96218487,0.143,0.007,5C,C
ch4,-0.447609,1.3299,-24.4263,1987.55,2.84E-05,0,10,0.033158,0.000457352,0.993993,-0.0564308,93,94,5B,2025-05-29 12:26:17,20.03333333,0.164,0.011,5B,C
co2,5.00638,1.08882,-13.4052,430.012,6.31E-07,1.00E+06,10,0.12427,0.00171407,0.999322,0.631163,93,94,5B,2025-05-29 12:26:17,20.03333333,0.164,0.011,5B,C
ch4,-0.444908,1.44804,-7.34596,1986.7,2.80E-05,0,10,0.0401329,0.00055307,0.991019,-0.055726,94,94,8A,2025-05-29 12:31:27,20.09237288,0.1979237288,0.01,8A,M
co2,7.81578,1.07081,1.47059,432.23,0.00291062,768.566,10,0.13255,0.00182667,0.999518,0.978948,94,94,8A,2025-05-29 12:31:27,20.09237288,0.1979237288,0.01,8A,M
ch4,-0.423318,1.46683,-15.3117,1987.21,2.62E-05,0,10,0.0387719,0.000531122,0.990423,-0.0520882,94,95,8B,2025-05-29 12:34:59,20.2,0.2078083333,0.009,8B,M
co2,9.12295,1.07278,0.274103,422.939,0.0027791,826.867,9,0.161778,0.00221614,0.99946,1.12256,94,95,8B,2025-05-29 12:34:59,20.2,0.2078083333,0.009,8B,M
ch4,-0.595018,1.24361,-19.8141,1987.25,3.74E-05,0,10,0.0358553,0.000491169,0.995965,-0.0744186,94,95,8C,2025-05-29 12:38:44,20.26333333,0.121,0.006,8C,M
co2,9.86855,1.07238,-9.97243,410.699,0.00167401,1148,4,0.178034,0.00243883,0.999522,1.23425,94,95,8C,2025-05-29 12:38:44,20.26333333,0.121,0.006,8C,M
ch4,-0.157829,2.75324,-22.3225,1986.39,1.05E-05,0,10,0.0386705,0.000529733,0.943248,-0.020827,94,95,11C,2025-05-29 12:43:12,20.53,0.2561,0.015,11C,S
co2,13.1079,1.1002,-7.36954,426.593,0.00172822,1427.46,3,0.398231,0.00545522,0.998783,1.72971,94,95,11C,2025-05-29 12:43:12,20.53,0.2561,0.015,11C,S
ch4,-0.109745,3.59674,-1.77144,1986.51,7.01E-06,0,10,0.034945,0.000478699,0.900912,-0.0139199,94,95,11B,2025-05-29 12:46:27,3097.335,3083.198442,3083.041617,11B,S
co2,12.3288,1.05999,-0.0420823,423.777,0.00133453,1595.54,2,0.132648,0.0018171,0.999848,1.56376,94,95,11B,2025-05-29 12:46:27,3097.335,3083.198442,3083.041617,11B,S
ch4,-0.289467,1.72325,-10.6152,1987.04,1.85E-05,0,10,0.0366224,0.000501676,0.982996,-0.0367848,94,95,11A,2025-05-29 12:50:00,21.42,0.2252,0.0157,11A,S
co2,11.6577,1.07023,1.80727,413.101,0.00167912,1295.37,2,0.204596,0.00280269,0.999578,1.48144,94,95,11A,2025-05-29 12:50:00,21.42,0.2252,0.0157,11A,S
ch4,-0.0563725,5.84788,-108.524,1986.92,3.75E-06,0,10,0.0312695,0.000428349,0.764691,-0.00744667,94,95,14A,2025-05-29 12:54:24,22.12,0.1749,0.01,14A,M
co2,9.11061,1.07431,7.35111,415.56,0.00241373,914.161,6,0.185428,0.0025401,0.999434,1.20349,94,95,14A,2025-05-29 12:54:24,22.12,0.1749,0.01,14A,M
ch4,-0.285223,1.66974,-7.03498,1987.84,1.80E-05,0,10,0.0337107,0.000464975,0.984778,-0.0358722,93,94,14B,2025-05-29 12:59:01,3016.05,2999.8172,2999.7063,14B,M
co2,7.98767,1.11474,7.01348,420.864,0.00245961,829.303,3,0.267344,0.0036875,0.998299,1.0046,93,94,14B,2025-05-29 12:59:01,3016.05,2999.8172,2999.7063,14B,M
ch4,-0.1745,2.5701,-12.0657,1986.63,1.08E-05,0,10,0.0367878,0.000503943,0.951363,-0.0214937,94,95,14C,2025-05-29 13:02:27,3847.588333,3833.052175,3832.954317,14C,M
co2,8.10473,1.08616,8.28308,418.711,0.0012086,1244.69,2,0.194854,0.00266923,0.999224,0.998285,94,95,14C,2025-05-29 13:02:27,3847.588333,3833.052175,3832.954317,14C,M
ch4,-0.277418,1.7442,-14.8546,1985.7,1.75E-05,0,10,0.0353024,0.000483595,0.982356,-0.0347985,94,95,15B,2025-05-29 14:09:26,27.96666667,0.1194166667,0.01508333333,15B,C
co2,7.14965,1.11922,-0.22547,417.441,7.02E-05,13184.3,2,0.246417,0.00337558,0.998671,0.896833,94,95,15B,2025-05-29 14:09:26,27.96666667,0.1194166667,0.01508333333,15B,C
ch4,-0.263795,1.8673,-11.0623,1986.11,1.76E-05,0,10,0.039233,0.000537438,0.978387,-0.0348718,94,95,15A,2025-05-29 14:12:42,27.48,0.057,0.00645,15A,C
co2,8.57802,1.11865,0.023214,416.833,0.000191478,6338.94,2,0.309542,0.0042403,0.998665,1.13395,94,95,15A,2025-05-29 14:12:42,27.48,0.057,0.00645,15A,C
ch4,-0.275814,2.04526,-10.1816,1985.38,1.77E-05,0,10,0.045019,0.000616699,0.972222,-0.0351844,94,95,15C,2025-05-29 14:15:58,26.91333333,NA,0.001,15C,C
co2,9.25741,1.23497,2.45277,411.621,0.0025269,878.964,2,0.554838,0.00760052,0.99455,1.18093,94,95,15C,2025-05-29 14:15:58,26.91333333,NA,0.001,15C,C
ch4,-0.118279,2.73418,16.2116,1984.72,8.15E-06,0,10,0.0295964,0.000408226,0.94468,-0.0161806,93,94,12C,2025-05-29 14:20:11,26.67166667,0.1633333333,0.01571666667,12C,S
co2,16.6753,1.1065,-8.0037,419.081,0.00184329,1656.65,3,0.557945,0.0076958,0.998597,2.2812,93,94,12C,2025-05-29 14:20:11,26.67166667,0.1633333333,0.01571666667,12C,S
ch4,-0.396527,1.46136,-5.27798,1985.3,2.50E-05,0,10,0.0366851,0.000502536,0.990566,-0.0496606,94,95,12A,2025-05-29 14:23:59,774.2833333,750.073,749.937025,12A,S
co2,12.5692,1.07441,8.52683,424.54,0.00165457,1375.94,2,0.237722,0.00325646,0.999508,1.57416,94,95,12A,2025-05-29 14:23:59,774.2833333,750.073,749.937025,12A,S
ch4,-0.269259,1.72579,-16.8286,1985.76,1.77E-05,0,10,0.0349054,0.000481454,0.983113,-0.0352355,93,94,12B,2025-05-29 14:28:18,26.01583333,0.1861583333,0.016,12B,S
co2,22.1227,1.0674,-0.789509,415.407,0.00251304,1567.4,10,0.351281,0.00484526,0.999629,2.895,93,94,12B,2025-05-29 14:28:18,26.01583333,0.1861583333,0.016,12B,S
ch4,-0.420163,1.43191,-7.83081,1984.29,2.70E-05,0,10,0.037906,0.000519261,0.991342,-0.0535845,94,95,9B,2025-05-29 14:31:49,25.97166667,0.193,0.01,9B,M
co2,8.22078,1.10593,11.731,427.014,0.000447656,2769.03,2,0.255899,0.00350547,0.998903,1.04842,94,95,9B,2025-05-29 14:31:49,25.97166667,0.193,0.01,9B,M
ch4,-0.547777,1.25106,-0.277783,1984.85,3.57E-05,0,10,0.0348694,0.000477663,0.995793,-0.0708747,94,95,9C,2025-05-29 14:35:16,26.26666667,0.157,0.01,9C,M
co2,8.78769,1.10383,1.09826,418.924,0.000682695,2084.39,2,0.272161,0.00372823,0.998898,1.13701,94,95,9C,2025-05-29 14:35:16,26.26666667,0.157,0.01,9C,M
ch4,-0.3804,1.58348,-1.82301,1985.15,2.46E-05,0,10,0.0417813,0.000576294,0.987323,-0.0487824,93,94,9A,2025-05-29 14:39:17,2187.27,2166.544883,2166.460017,9A,M
co2,8.80472,1.10871,8.42844,416.042,0.0027581,825.424,4,0.280505,0.00386903,0.998472,1.12912,93,94,9A,2025-05-29 14:39:17,2187.27,2166.544883,2166.460017,9A,M
ch4,2.31625,1.81609,11.9865,1985.4,0.0774474,1989.13,6,0.309911,0.00427464,0.0659501,0.289084,93,94,6C,2025-05-29 14:43:13,2020.97,1999.9096,1999.8133,6C,S
co2,96.236,2.31611,21.0606,423.657,0.0616782,618.392,7,17.9575,0.247689,0.222705,12.0109,93,94,6C,2025-05-29 14:43:13,2020.97,1999.9096,1999.8133,6C,S
ch4,-0.3844,1.49986,1.12371,1985.19,2.51E-05,0,10,0.0387297,0.000530544,0.98953,-0.0497407,94,95,6A,2025-05-29 14:46:26,26.16666667,0.1960833333,0.01208333333,6A,S
co2,10.2219,1.07164,6.7463,424.783,0.000910036,1878.24,2,0.184504,0.00252745,0.999617,1.3227,94,95,6A,2025-05-29 14:46:26,26.16666667,0.1960833333,0.01208333333,6A,S
ch4,-0.312378,1.47932,-10.4842,1984.84,2.08E-05,0,10,0.0313097,0.0004289,0.990095,-0.041353,94,95,6B,2025-05-29 14:51:16,25.78333333,0.1706666667,0.011,6B,S
co2,11.6424,1.08719,-6.43066,410.975,0.000900974,2121.61,2,0.29619,0.00405739,0.999257,1.54123,94,95,6B,2025-05-29 14:51:16,25.78333333,0.1706666667,0.011,6B,S
ch4,-0.330445,1.60351,4.38611,1984.22,2.20E-05,0,10,0.0382429,0.000527488,0.986763,-0.0436841,93,94,3A,2025-05-29 14:56:01,25.23,0.216,0.011,3A,M
co2,8.75282,1.13199,6.52177,424.295,0.00171662,1098.36,2,0.344065,0.00474572,0.998066,1.1571,93,94,3A,2025-05-29 14:56:01,25.23,0.216,0.011,3A,M
ch4,-0.429325,1.57382,-1.53359,1985.41,2.68E-05,0,10,0.0453443,0.000621155,0.987478,-0.0531957,94,95,3C,2025-05-29 14:59:29,3848.34,4646.11296,4646.006424,3C,M
co2,8.57779,1.20721,4.38081,415.819,0.00109496,1386.48,2,0.455014,0.00623307,0.9963,1.06284,94,95,3C,2025-05-29 14:59:29,3848.34,4646.11296,4646.006424,3C,M
ch4,-0.369555,1.57881,5.04942,1986.46,2.20E-05,0,10,0.0371281,0.000512111,0.987476,-0.0436176,93,94,3B,2025-05-29 15:04:52,24.3375,0.232,0.011,3B,M
co2,11.606,1.09668,6.10205,422.374,0.0020671,1085.05,2,0.295559,0.00407668,0.998932,1.36982,93,94,3B,2025-05-29 15:04:52,24.3375,0.232,0.011,3B,M
ch4,-0.354096,1.67347,-9.87924,2047.97,2.32E-05,0,10,0.0448491,0.000614371,0.984704,-0.0475388,94,95,3A,2025-05-30 12:24:16,1277.3375,1249.920125,1249.87675,3A,M
co2,9.02542,1.15146,-15.044,408.024,0.00093463,1704.47,3,0.391155,0.00535828,0.997862,1.2117,94,95,3A,2025-05-30 12:24:16,1277.3375,1249.920125,1249.87675,3A,M
ch4,-0.353444,1.61063,7.99683,2051.13,2.34E-05,0,10,0.0423541,0.000580193,0.98659,-0.0479919,94,95,3B,2025-05-30 12:27:33,31.44666667,0.08796666667,0.005,3B,M
co2,13.8136,1.15391,4.6652,423.14,0.000823588,2700.56,2,0.610674,0.0083654,0.997935,1.87565,94,95,3B,2025-05-30 12:27:33,31.44666667,0.08796666667,0.005,3B,M
ch4,-0.346734,1.55769,-5.52997,2045.93,2.19E-05,0,10,0.0372575,0.000510377,0.988094,-0.0448386,94,95,3C,2025-05-30 12:30:49,31.66,0.10445,0.00855,3C,M
co2,9.39574,1.16436,4.93172,418.539,0.00115034,1474.77,2,0.42069,0.00576288,0.997562,1.21503,94,95,3C,2025-05-30 12:30:49,31.66,0.10445,0.00855,3C,M
ch4,-0.376002,1.66389,-10.8369,2044.87,2.43E-05,0,10,0.0464774,0.000636677,0.985001,-0.0497581,94,95,2A,2025-05-30 12:34:44,31.97166667,0.1208916667,0.011,2A,C
co2,9.06297,1.16049,12.404,421.859,0.000731206,2062.09,2,0.406378,0.00556683,0.997816,1.19935,94,95,2A,2025-05-30 12:34:44,31.97166667,0.1208916667,0.011,2A,C
ch4,-0.387721,1.52449,-10.7283,2043.64,2.49E-05,0,10,0.0405539,0.000555533,0.98903,-0.0508692,94,95,2C,2025-05-30 12:38:31,3852.93,3833.028317,3832.954933,2C,C
co2,10.5569,1.12823,6.75369,424.539,0.00135667,1445.47,2,0.380309,0.00520971,0.99843,1.38507,94,95,2C,2025-05-30 12:38:31,3852.93,3833.028317,3832.954933,2C,C
ch4,-0.40865,1.51178,-12.7402,2043.28,2.70E-05,0,10,0.0432869,0.000592971,0.98938,-0.055196,94,95,2B,2025-05-30 12:42:10,32.7175,0.05257575758,0.004606060606,2B,C
co2,12.2487,1.10935,11.646,424.893,0.000425515,4312.93,2,0.380577,0.00521338,0.999028,1.65442,94,95,2B,2025-05-30 12:42:10,32.7175,0.05257575758,0.004606060606,2B,C
ch4,-0.366755,1.53772,-22.6452,2043.02,2.46E-05,0,10,0.0408046,0.000558968,0.988653,-0.0503162,94,95,1C,2025-05-30 12:46:10,32.6175,0.050725,0.003175,1C,S
co2,8.4052,1.17932,3.54325,416.16,0.000792479,1871.26,2,0.429516,0.00588378,0.997305,1.15314,94,95,1C,2025-05-30 12:46:10,32.6175,0.050725,0.003175,1C,S
ch4,-0.29149,1.67172,-10.7876,2040.68,1.89E-05,0,10,0.036393,0.000498535,0.984754,-0.0386398,94,95,1B,2025-05-30 12:49:25,32.505,0.144,0.00675,1B,S
co2,9.3221,1.16102,8.16908,425.52,0.000915946,1774.65,2,0.421126,0.00576885,0.997724,1.23573,94,95,1B,2025-05-30 12:49:25,32.505,0.144,0.00675,1B,S
ch4,-0.182183,2.38424,-27.3304,2040.52,1.18E-05,0,10,0.0374871,0.000513522,0.959365,-0.024063,94,95,1A,2025-05-30 12:52:38,32.55583333,0.2303833333,0.012,1A,S
