name,F_o,F_cv,t_o,C_o,a,C_x,iter,sei,ses,r2,slope,domain,n,ID,datetime,soilt,soilm,soilc,IDnum,treatment
co2,16.8302,1.10511,8.79276,423.683,0.00183086,1637.84,2,0.489388,0.00670395,0.998933,2.22295,94,95,1A,2025-05-30 12:52:38,32.55583333,0.2303833333,0.012,1A,S
ch4,-0.297884,1.78513,-10.2148,2038.98,1.95E-05,0,10,0.0416564,0.000570635,0.981233,-0.0397916,94,95,4A,2025-05-30 12:56:59,32.72,0.1206818182,0.007,4A,M
co2,6.86973,1.25086,21.6736,428.583,0.00267235,771.975,3,0.441558,0.00604874,0.99474,0.917664,94,95,4A,2025-05-30 12:56:59,32.72,0.1206818182,0.007,4A,M
ch4,-0.461419,1.51107,5.23897,2036.43,0.00246755,2011.19,6,0.0487935,0.000668404,0.985329,-0.0622619,94,95,4B,2025-05-30 13:00:12,32.86583333,0.0971,0.006683333333,4B,M
co2,9.43536,1.17104,12.9214,419.625,0.00162229,1204.42,2,0.455795,0.00624376,0.997294,1.27317,94,95,4B,2025-05-30 13:00:12,32.86583333,0.0971,0.006683333333,4B,M
ch4,-0.533721,1.26347,-3.45509,2035.36,3.55E-05,0,10,0.0360296,0.000493557,0.995688,-0.0723264,94,95,4C,2025-05-30 13:03:57,32.82166667,0.05665,0.004,4C,M
co2,12.3649,1.11486,7.77514,421.624,0.00123629,1776.98,2,0.409781,0.00561343,0.998777,1.67561,94,95,4C,2025-05-30 13:03:57,32.82166667,0.05665,0.004,4C,M
ch4,-0.596114,1.46076,3.54595,2034.66,3.98E-05,0,10,0.0591497,0.00081027,0.990766,-0.0809412,94,95,5A,2025-05-30 13:07:36,32.6375,0.1145833333,0.0055,5A,C
co2,13.5692,1.14202,11.2381,414.933,1.84E-06,1.00E+06,10,0.558643,0.00765264,0.998398,1.84245,94,95,5A,2025-05-30 13:07:36,32.6375,0.1145833333,0.0055,5A,C
ch4,-0.533259,1.37777,-2.75238,2034.21,3.46E-05,0,10,0.0449906,0.00061631,0.992923,-0.0704005,94,95,5B,2025-05-30 13:10:47,3852.665,3833.036617,3832.9552,5B,C
co2,8.5832,1.16177,16.3269,429.373,0.0015892,1142.4,2,0.386083,0.00528881,0.997584,1.13315,94,95,5B,2025-05-30 13:10:47,3852.665,3833.036617,3832.9552,5B,C
ch4,-0.471051,1.39696,-8.50731,2032.65,3.01E-05,0,10,0.0404417,0.000553996,0.992432,-0.0611822,94,95,5C,2025-05-30 13:14:17,31.085,0.01655,0.003,5C,C
co2,10.8636,1.14703,11.0397,420.222,0.00110034,1702.56,2,0.441947,0.00605406,0.998044,1.41101,94,95,5C,2025-05-30 13:14:17,31.085,0.01655,0.003,5C,C
ch4,-0.420293,1.5207,5.86403,2031.73,2.84E-05,0,10,0.0454791,0.000627298,0.98925,-0.0577208,93,94,6A,2025-05-30 13:17:56,30.7,0.022,0.0013,6A,S
co2,10.4971,1.10886,9.138,422.152,1.44E-06,1.00E+06,10,0.327398,0.00451584,0.999098,1.44161,93,94,6A,2025-05-30 13:17:56,30.7,0.022,0.0013,6A,S
ch4,-0.359663,1.63887,-10.9997,2031.47,2.18E-05,0,10,0.0403283,0.000552443,0.985751,-0.0443127,94,95,6B,2025-05-30 13:21:12,30.7,0.01318333333,0.001,6B,S
co2,12.6901,1.10281,9.00057,426.559,0.000341738,5001.69,2,0.331818,0.00454545,0.99918,1.5635,94,95,6B,2025-05-30 13:21:12,30.7,0.01318333333,0.001,6B,S
ch4,-0.238234,2.71257,4.17472,2030.77,1.52E-05,0,10,0.0563105,0.000771377,0.945258,-0.0309121,94,95,6C,2025-05-30 13:24:32,30.95083333,0.05208333333,0.002,6C,S
co2,19.8896,1.14152,-3.5676,414,2.58E-06,1.00E+06,10,0.781269,0.0107023,0.998403,2.58078,94,95,6C,2025-05-30 13:24:32,30.95083333,0.05208333333,0.002,6C,S
ch4,-0.366113,1.59197,4.63533,2027.12,2.39E-05,0,10,0.0418994,0.000573964,0.987125,-0.0484676,94,95,9A,2025-05-30 13:28:54,3104.624167,3083.038908,3083.026383,9A,M
co2,9.14198,1.15124,13.2063,421.176,1.21E-06,1.00E+06,10,0.388498,0.00532189,0.998205,1.21025,94,95,9A,2025-05-30 13:28:54,3104.624167,3083.038908,3083.026383,9A,M
ch4,-0.452823,1.56305,-5.50875,2025.77,2.96E-05,0,10,0.0501463,0.000686936,0.987945,-0.0599733,94,95,9B,2025-05-30 13:32:07,31.72,0.1442,0.0084,9B,M
co2,9.02112,1.15852,3.74943,422.735,1.20E-06,1.00E+06,10,0.400627,0.00548804,0.998042,1.19478,94,95,9B,2025-05-30 13:32:07,31.72,0.1442,0.0084,9B,M
ch4,-0.484488,1.42337,-0.636439,2025.37,3.19E-05,0,10,0.0445571,0.000610371,0.991751,-0.0645407,94,95,9C,2025-05-30 13:35:37,32.105,0.158,0.012,9C,M
co2,9.6675,1.13793,7.66617,420.483,0.00127227,1432.73,2,0.379896,0.00520405,0.998213,1.28785,94,95,9C,2025-05-30 13:35:37,32.105,0.158,0.012,9C,M
ch4,-0.928671,1.33676,-0.541702,2025.74,6.00E-05,0,10,0.0717708,0.000983161,0.993944,-0.121473,94,95,8C,2025-05-30 13:43:06,2108.5875,9999,2083.125792,8C,M
co2,16.0663,1.15412,6.67501,424.259,0.000409444,5556.86,2,0.686306,0.00940145,0.998039,2.10152,94,95,8C,2025-05-30 13:43:06,2108.5875,9999,2083.125792,8C,M
ch4,-0.563457,1.36789,5.36513,2027.19,3.59E-05,0,10,0.0457079,0.000626136,0.993178,-0.0728572,94,95,8B,2025-05-30 13:47:07,32,0.069125,0.0018,8B,M
co2,12.7723,1.13053,16.9526,425.941,0.00159889,1458.85,2,0.45994,0.00630055,0.998386,1.65151,94,95,8B,2025-05-30 13:47:07,32,0.069125,0.0018,8B,M
ch4,-0.450042,1.59327,-2.84408,2026.74,2.93E-05,0,10,0.0513823,0.000703867,0.987094,-0.0593641,94,95,8A,2025-05-30 13:50:27,31.95,0.03513793103,0.004965517241,8A,M
co2,9.448,1.2189,16.222,426.53,0.00101958,1648.86,2,0.540553,0.00740483,0.996331,1.24627,94,95,8A,2025-05-30 13:50:27,31.95,0.03513793103,0.004965517241,8A,M
ch4,-0.360157,1.8639,-2.88104,2026.12,2.37E-05,0,10,0.0537624,0.000736471,0.978678,-0.048119,94,95,7A,2025-05-30 13:55:52,32.285,0.044875,0.002,7A,C
co2,16.7127,1.13704,18.5153,428.223,0.00172483,1722.79,3,0.654466,0.00896529,0.998197,2.23291,94,95,7A,2025-05-30 13:55:52,32.285,0.044875,0.002,7A,C
ch4,-0.473674,1.35829,-6.7496,2026.64,3.04E-05,0,10,0.0379329,0.000519629,0.993415,-0.0615512,94,95,7B,2025-05-30 13:59:31,32.3,0.1205,0.008,7B,C
co2,12.5287,1.14361,5.10357,418.663,0.000908044,2211.56,2,0.498055,0.00682267,0.998157,1.62803,94,95,7B,2025-05-30 13:59:31,32.3,0.1205,0.008,7B,C
ch4,-0.496937,1.46197,2.75306,2026.85,0.00291589,2004.37,5,0.0479461,0.000656796,0.986218,-0.0655304,94,95,7C,2025-05-30 14:03:20,2939.121667,3210.720661,3210.689431,7C,C
co2,14.0499,1.11331,17.5342,420.605,0.00114386,2040.34,3,0.441695,0.00605062,0.998876,1.85275,94,95,7C,2025-05-30 14:03:20,2939.121667,3210.720661,3210.689431,7C,C
ch4,-0.307446,1.63753,-1.50948,2026.88,2.17E-05,0,10,0.0397453,0.000548211,0.985935,-0.0440256,93,94,10A,2025-05-30 14:16:08,1860.631667,1833.204517,1833.15245,10A,C
co2,9.35549,1.17467,3.06449,411.968,0.00122222,1508.08,2,0.484558,0.00668356,0.997298,1.33969,93,94,10A,2025-05-30 14:16:08,1860.631667,1833.204517,1833.15245,10A,C
ch4,-0.370591,1.46639,-6.96834,2027.99,2.48E-05,0,10,0.0370609,0.000507684,0.990641,-0.0503725,94,95,10B,2025-05-30 14:19:51,33.25,0.1473333333,0.009666666667,10B,C
co2,7.83573,1.14309,9.72368,421.044,0.000927493,1569.38,2,0.322579,0.0044189,0.998204,1.06507,94,95,10B,2025-05-30 14:19:51,33.25,0.1473333333,0.009666666667,10B,C
ch4,-0.391672,1.65278,-0.429049,2029.35,2.66E-05,0,10,0.0497693,0.000681772,0.985346,-0.0539147,94,95,10C,2025-05-30 14:23:40,3853.1275,3999.7116,3999.6054,10C,C
co2,9.94722,1.16191,10.0142,423.875,0.00141958,1388.43,2,0.466039,0.0063841,0.997594,1.36926,94,95,10C,2025-05-30 14:23:40,3853.1275,3999.7116,3999.6054,10C,C
ch4,-0.238712,2.01637,6.38957,2030.13,1.64E-05,0,10,0.0412132,0.000568458,0.973725,-0.0331929,93,94,11C,2025-05-30 14:27:40,3852.933333,4034.743474,4034.688702,11C,S
co2,12.4543,1.20056,-5.27198,408.118,1.73E-06,1.00E+06,10,0.697443,0.0096199,0.997169,1.73177,93,94,11C,2025-05-30 14:27:40,3852.933333,4034.743474,4034.688702,11C,S
ch4,-0.270424,1.86053,-8.08619,2031.02,1.77E-05,0,10,0.0400468,0.000548586,0.978801,-0.0359484,94,95,11B,2025-05-30 14:30:56,3852.745,3833.0573,3832.958633,11B,S
co2,14.5211,1.10418,7.96206,422.718,1.93E-06,1.00E+06,10,0.414293,0.00567525,0.999197,1.93034,94,95,11B,2025-05-30 14:30:56,3852.745,3833.0573,3832.958633,11B,S
ch4,-0.280704,1.97589,-13.7325,2033,1.82E-05,0,10,0.0450086,0.000616556,0.974878,-0.0370396,94,95,11A,2025-05-30 14:34:22,31.9425,0.04275675676,0.002,11A,S
co2,13.1945,1.15755,6.49169,422.696,0.0019191,1329.92,2,0.577696,0.00791365,0.997532,1.74105,94,95,11A,2025-05-30 14:34:22,31.9425,0.04275675676,0.002,11A,S
ch4,-0.436968,1.39836,-4.15678,2033.62,2.80E-05,0,10,0.0374697,0.000516824,0.992488,-0.0569808,93,94,12A,2025-05-30 14:38:14,32.285,NA,0.003235294118,12A,S
co2,8.99754,1.17801,-1.81431,423.422,1.17E-06,1.00E+06,10,0.429537,0.00592466,0.99766,1.17328,93,94,12A,2025-05-30 14:38:14,32.285,NA,0.003235294118,12A,S
ch4,-0.329546,1.64192,-1.28924,2032.36,2.22E-05,0,10,0.0412397,0.000564927,0.985665,-0.0451752,94,95,12B,2025-05-30 14:41:25,32.775,0.04089473684,0.003,12B,S
co2,17.9437,1.09519,5.03294,419.271,0.000713706,3865.75,2,0.46597,0.00638315,0.999311,2.45978,94,95,12B,2025-05-30 14:41:25,32.775,0.04089473684,0.003,12B,S
ch4,-0.283672,1.96722,0.131869,2031.01,1.99E-05,0,10,0.0488758,0.000669532,0.975171,-0.0404652,94,95,12C,2025-05-30 14:44:54,33.03083333,0.10865,0.005,12C,S
co2,14.2707,1.12316,5.35433,423.354,0.000313739,6911.79,2,0.534157,0.00731721,0.998748,2.03568,94,95,12C,2025-05-30 14:44:54,33.03083333,0.10865,0.005,12C,S
ch4,-0.286989,1.81085,-8.11145,2032.14,1.94E-05,0,10,0.0420584,0.000576143,0.980436,-0.0393327,94,95,15A,2025-05-30 14:49:13,32.68,0.0534,0.002,15A,C
co2,11.2322,1.20001,18.6369,426.696,0.000837248,2265.34,2,0.622123,0.00852223,0.996889,1.5394,94,95,15A,2025-05-30 14:49:13,32.68,0.0534,0.002,15A,C
ch4,-0.322514,1.83737,-0.573204,2032.47,2.07E-05,0,10,0.0460497,0.000630818,0.979566,-0.0421204,94,95,15B,2025-05-30 14:52:24,32.59416667,0.0717,0.002941666667,15B,C
co2,9.24098,1.20547,9.88998,415.616,1.21E-06,1.00E+06,10,0.498518,0.00682901,0.997031,1.20687,94,95,15B,2025-05-30 14:52:24,32.59416667,0.0717,0.002941666667,15B,C
ch4,-0.355991,1.55508,-10.3747,2032.23,2.33E-05,0,10,0.0392128,0.000537162,0.988187,-0.0473788,94,95,15C,2025-05-30 14:55:49,32.53,0.0531,0.002,15C,C
co2,12.2627,1.18512,10.2574,418.408,0.00173109,1361.19,2,0.620948,0.00850613,0.996876,1.63204,94,95,15C,2025-05-30 14:55:49,32.53,0.0531,0.002,15C,C
ch4,0.112436,5.13771,50,2031.47,0.00249935,2037.65,4,0.0566692,0.000776291,0.827113,0.0154452,94,95,14A,2025-05-30 15:00:11,32.7,0.0454,0.002,14A,M
co2,10.4994,1.14388,1.68157,420.935,0.00113779,1688.57,2,0.439197,0.0060164,0.998102,1.4423,94,95,14A,2025-05-30 15:00:11,32.7,0.0454,0.002,14A,M
ch4,-0.166402,2.98041,-18.7794,2029.83,1.05E-05,0,10,0.0432149,0.000591985,0.932776,-0.0212661,94,95,14C,2025-05-30 15:03:25,3354.805,3508.453509,3508.422351,14C,M
co2,9.72614,1.15024,16.1385,427.884,0.000500723,2910.29,2,0.39473,0.00540726,0.998141,1.243,94,95,14C,2025-05-30 15:03:25,3354.805,3508.453509,3508.422351,14C,M
ch4,-0.298309,1.85877,-2.5077,2026.8,1.90E-05,0,10,0.0428639,0.000587177,0.978889,-0.0385598,94,95,14B,2025-05-30 15:07:23,32.22666667,0.05463333333,0.002066666667,14B,M
co2,8.85365,1.12211,4.68096,420.71,0.000580583,2391.89,2,0.292922,0.00401263,0.998764,1.14443,94,95,14B,2025-05-30 15:07:23,32.22666667,0.05463333333,0.002066666667,14B,M
ch4,-0.389681,1.42751,-1.69182,2028.92,2.45E-05,0,10,0.0344816,0.000472351,0.991689,-0.0497582,94,95,13A,2025-05-30 15:11:01,31.325,0.026,0.003,13A,S
co2,10.3148,1.10791,9.34684,425.634,1.32E-06,1.00E+06,10,0.289765,0.00396938,0.999156,1.31709,94,95,13A,2025-05-30 15:11:01,31.325,0.026,0.003,13A,S
ch4,1.7889,1.12325,2.09549,2029.03,2.31E-07,1.00E+06,10,0.0593396,0.000812871,0.998848,0.230794,94,95,13B,2025-05-30 15:14:09,30.51,0.006966666667,0.001816666667,13B,S
co2,23.3216,1.09705,5.65802,428.621,0.00156234,2354.45,2,0.563782,0.00772304,0.999245,3.00881,94,95,13B,2025-05-30 15:14:09,30.51,0.006966666667,0.001816666667,13B,S
ch4,-0.283706,1.82023,-4.35689,2032.75,1.89E-05,0,10,0.0413802,0.000566853,0.980167,-0.0384305,94,95,13C,2025-05-30 15:18:22,29.5725,0.111972973,0.01445945946,13C,S
co2,15.8467,1.08584,1.06068,431.297,0.00155471,1811.99,2,0.318998,0.00436983,0.999519,2.14657,94,95,13C,2025-05-30 15:18:22,29.5725,0.111972973,0.01445945946,13C,S
ch4,-0.179896,2.56454,11.1444,1994.52,1.20E-05,0,10,0.040747,0.000558178,0.951503,-0.0238431,94,95,15A,2025-06-03 12:09:30,24.63666667,0.2720916667,0.013,15A,C
co2,10.4491,1.12751,6.32982,418.511,0.000826907,2093.31,2,0.422807,0.00579187,0.998188,1.38491,94,95,15A,2025-06-03 12:09:30,24.63666667,0.2720916667,0.013,15A,C
ch4,-0.210603,2.5853,8.04028,1994.24,1.32E-05,0,10,0.0454107,0.000622064,0.950602,-0.0263165,94,95,15B,2025-06-03 12:18:23,27.51333333,0.3044333333,0.01953333333,15B,C
co2,10.1425,1.14035,10.2093,420.24,0.000954177,1748.49,2,0.417924,0.00572498,0.997867,1.26739,94,95,15B,2025-06-03 12:18:23,27.51333333,0.3044333333,0.01953333333,15B,C
ch4,-0.16752,3.25593,13.756,1995.07,1.07E-05,0,10,0.0481236,0.000659227,0.918778,-0.0213821,94,95,15C,2025-06-03 12:21:43,28.14793388,0.2595206612,0.02358677686,15C,C
co2,11.5654,1.12591,9.60919,424.484,1.48E-06,1.00E+06,10,0.446893,0.00612182,0.998403,1.47619,94,95,15C,2025-06-03 12:21:43,28.14793388,0.2595206612,0.02358677686,15C,C
ch4,-0.210306,2.22776,-4.63333,1995.02,1.33E-05,0,10,0.0381237,0.000522243,0.965274,-0.0265532,94,95,12A,2025-06-03 12:26:45,28.6,0.2079333333,0.027,12A,S
co2,8.98049,1.17098,0.334089,418.929,0.000509663,2643.68,2,0.43526,0.00596246,0.997239,1.13387,94,95,12A,2025-06-03 12:26:45,28.6,0.2079333333,0.027,12A,S
ch4,-0.211149,2.23254,0.686201,1995.63,1.40E-05,0,10,0.0400809,0.000549054,0.965088,-0.0278389,94,95,12B,2025-06-03 12:30:18,28.65,0.2269243697,0.02430833333,12B,S
co2,16.3877,1.19128,-7.03872,408.017,0.00053523,4444.87,2,0.898758,0.0123118,0.996722,2.16065,94,95,12B,2025-06-03 12:30:18,28.65,0.2269243697,0.02430833333,12B,S
ch4,-0.0656617,6.20116,19.199,1994.65,4.51E-06,0,10,0.0401071,0.000549413,0.742143,-0.00898869,94,95,12C,2025-06-03 12:33:34,3767.4875,3749.803875,3749.635,12C,S
co2,11.4849,1.13716,-0.704994,417.523,0.00139609,1543.68,2,0.511396,0.00700543,0.997741,1.57221,94,95,12C,2025-06-03 12:33:34,3767.4875,3749.803875,3749.635,12C,S
ch4,-0.208613,2.0855,3.07056,1996.09,1.35E-05,0,10,0.0354107,0.000485078,0.970622,-0.0268885,94,95,9A,2025-06-03 12:37:47,28.59666667,0.06456666667,0.01113333333,9A,M
co2,10.7685,1.10391,8.34019,418.388,0.000332894,4587.79,2,0.356568,0.00488449,0.998799,1.38797,94,95,9A,2025-06-03 12:37:47,28.59666667,0.06456666667,0.01113333333,9A,M
ch4,-0.21039,2.42697,-3.1749,1996.19,1.36E-05,0,10,0.0434174,0.000594759,0.957296,-0.0271571,94,95,9B,2025-06-03 12:40:59,29.11666667,0.2481666667,0.0255,9B,M
co2,9.49549,1.16328,0.514938,411.418,0.000348489,3928.53,2,0.455743,0.00624305,0.997469,1.22567,94,95,9B,2025-06-03 12:40:59,29.11666667,0.2481666667,0.0255,9B,M
ch4,-0.284662,1.85417,-11.1894,1995.97,1.86E-05,0,10,0.0414361,0.000567618,0.978667,-0.037076,94,95,9C,2025-06-03 12:44:14,29.49166667,0.01752173913,0.001,9C,M
co2,11.1617,1.13138,11.9843,422.504,0.000264426,5920.32,2,0.45756,0.00626794,0.998218,1.45376,94,95,9C,2025-06-03 12:44:14,29.49166667,0.01752173913,0.001,9C,M
ch4,-0.28577,1.62607,15.2775,1995.33,1.89E-05,0,10,0.0342978,0.000469833,0.985787,-0.0377345,94,95,6A,2025-06-03 12:48:56,29.71916667,0.2254166667,0.028,6A,S
co2,10.5815,1.09341,-9.90643,402.794,1.40E-06,1.00E+06,10,0.325332,0.0044566,0.999055,1.39724,94,95,6A,2025-06-03 12:48:56,29.71916667,0.2254166667,0.028,6A,S
ch4,-0.187548,2.84095,-4.69423,1994.09,1.13E-05,0,10,0.0435285,0.000596281,0.93907,-0.0225754,94,95,6B,2025-06-03 12:52:32,29.67166667,0.17085,0.01891666667,6B,S
co2,11.8054,1.09287,8.65368,414.306,1.42E-06,1.00E+06,10,0.32758,0.0044874,0.999073,1.42104,94,95,6B,2025-06-03 12:52:32,29.67166667,0.17085,0.01891666667,6B,S
ch4,-0.252233,1.92601,14.141,1993.52,1.60E-05,0,10,0.0376499,0.000515753,0.976256,-0.031893,94,95,6C,2025-06-03 12:55:51,30.00333333,0.031,0.001,6C,S
co2,16.2958,1.07893,-3.18541,409.19,2.06E-06,1.00E+06,10,0.397102,0.00543975,0.999352,2.06049,94,95,6C,2025-06-03 12:55:51,30.00333333,0.031,0.001,6C,S
ch4,-0.156265,2.69286,-12.8992,1994.14,1.02E-05,0,10,0.0368834,0.000505252,0.945843,-0.0203627,94,95,3A,2025-06-03 13:00:04,30.1875,0.211625,0.020625,3A,M
co2,13.1551,1.10784,6.06981,417.713,0.000858333,2414.88,2,0.455379,0.00623806,0.998621,1.71423,94,95,3A,2025-06-03 13:00:04,30.1875,0.211625,0.020625,3A,M
ch4,-0.0820313,5.42569,0.684077,1994.52,5.53E-06,0,10,0.0428348,0.000586778,0.791391,-0.0110217,94,95,3B,2025-06-03 13:03:24,30.35833333,0.03404166667,0.001,3B,M
co2,19.177,1.0945,2.988,404.888,0.00205177,1660.69,2,0.603635,0.00826898,0.998728,2.57662,94,95,3B,2025-06-03 13:03:24,30.35833333,0.03404166667,0.001,3B,M
ch4,-0.246273,2.14702,2.46907,1994.95,1.56E-05,0,10,0.042595,0.000583493,0.968349,-0.0311248,94,95,3C,2025-06-03 13:07:13,30.355,0.031,0.001,3C,M
co2,11.6398,1.1216,2.65745,403.435,1.47E-06,1.00E+06,10,0.433244,0.00593485,0.998489,1.47108,94,95,3C,2025-06-03 13:07:13,30.355,0.031,0.001,3C,M
ch4,-0.301499,2.00831,-6.12519,1996.26,1.97E-05,0,10,0.0491196,0.000672871,0.9734,-0.0392543,94,95,2A,2025-06-03 13:12:24,30.14583333,0.023,0.001,2A,C
co2,10.9701,1.13245,6.57695,416.033,1.43E-06,1.00E+06,10,0.451325,0.00618253,0.99826,1.42827,94,95,2A,2025-06-03 13:12:24,30.14583333,0.023,0.001,2A,C
ch4,-0.236399,2.23134,17.4513,1994.98,1.53E-05,0,10,0.043883,0.000601137,0.96514,-0.0305037,94,95,2C,2025-06-03 13:15:38,30.27916667,0.022975,0.001,2C,C
co2,12.7063,1.09626,-0.57622,417.006,1.64E-06,1.00E+06,10,0.390762,0.00535291,0.99901,1.63956,94,95,2C,2025-06-03 13:15:38,30.27916667,0.022975,0.001,2C,C
ch4,-0.383575,1.48715,-0.0525962,1995.96,2.53E-05,0,10,0.0389094,0.000533006,0.989733,-0.0504687,94,95,2B,2025-06-03 13:18:57,30.76833333,0.1767755102,0.0176122449,2B,C
co2,15.7767,1.10668,3.80339,408.021,2.08E-06,1.00E+06,10,0.543213,0.00744127,0.998806,2.07582,94,95,2B,2025-06-03 13:18:57,30.76833333,0.1767755102,0.0176122449,2B,C
ch4,-0.305728,1.70388,4.1337,1995.57,2.02E-05,0,10,0.0395189,0.000541355,0.983482,-0.0402843,94,95,5A,2025-06-03 13:23:44,29.8375,0.02320833333,0.001,5A,C
co2,13.9713,1.11796,6.53889,420.236,1.84E-06,1.00E+06,10,0.524874,0.00719006,0.998583,1.84092,94,95,5A,2025-06-03 13:23:44,29.8375,0.02320833333,0.001,5A,C
ch4,-0.381857,1.50925,-16.7132,1996.01,2.48E-05,0,10,0.0392351,0.000537467,0.989131,-0.049446,94,95,5B,2025-06-03 13:27:04,29.475,0.0205,0.001,5B,C
co2,10.244,1.11189,-5.4055,406.608,1.33E-06,1.00E+06,10,0.3623,0.00496302,0.9987,1.32648,94,95,5B,2025-06-03 13:27:04,29.475,0.0205,0.001,5B,C
ch4,-0.398694,1.36924,-0.2778,1995.51,2.55E-05,0,10,0.0328254,0.000449662,0.992808,-0.0509497,94,95,5C,2025-06-03 13:30:52,29.2275,0.242175,0.014775,5C,C
co2,13.2028,1.10056,1.77121,399.556,1.69E-06,1.00E+06,10,0.418297,0.0057301,0.998928,1.68721,94,95,5C,2025-06-03 13:30:52,29.2275,0.242175,0.014775,5C,C
ch4,-0.273835,1.99128,-11.0507,1996.8,1.77E-05,0,10,0.0438108,0.000600148,0.974005,-0.0354281,94,95,8A,2025-06-03 13:35:16,29.3975,0.105025,0.01,8A,M
co2,10.5595,1.1184,12.015,420.734,0.000900532,1937.79,2,0.392896,0.00538214,0.998393,1.36616,94,95,8A,2025-06-03 13:35:16,29.3975,0.105025,0.01,8A,M
ch4,-0.27627,2.10261,-5.21877,1996.5,1.75E-05,0,10,0.0465115,0.000637144,0.970006,-0.0349426,94,95,8B,2025-06-03 13:38:43,3020.46,2999.8095,2999.714,8B,M
co2,12.8777,1.1438,9.65094,415.526,0.000732284,2639.75,2,0.547565,0.00750089,0.997841,1.62876,94,95,8B,2025-06-03 13:38:43,3020.46,2999.8095,2999.714,8B,M
ch4,-0.517893,1.30934,3.33444,1995.51,3.33E-05,0,10,0.0381539,0.000522657,0.994281,-0.0664586,94,95,8C,2025-06-03 13:42:07,30.2,0.0198,0.001,8C,M
co2,16.7578,1.07921,1.12134,409.798,2.15E-06,1.00E+06,10,0.411833,0.00564155,0.99936,2.15044,94,95,8C,2025-06-03 13:42:07,30.2,0.0198,0.001,8C,M
ch4,-0.179024,3.05306,5.96568,1996.35,1.15E-05,0,10,0.0482407,0.000660832,0.928941,-0.0230423,94,95,11A,2025-06-03 13:49:32,30.23916667,0.2356083333,0.011,11A,S
co2,11.9743,1.09393,9.65689,422.804,1.54E-06,1.00E+06,10,0.356558,0.00488435,0.999067,1.54121,94,95,11A,2025-06-03 13:49:32,30.23916667,0.2356083333,0.011,11A,S
ch4,-0.208904,2.17693,8.81199,1996.15,1.35E-05,0,10,0.0376498,0.000515751,0.967231,-0.0270222,94,95,11B,2025-06-03 13:53:12,30.15583333,0.1784690265,0.018,11B,S
co2,14.7009,1.12081,-3.01725,411.813,1.90E-06,1.00E+06,10,0.555305,0.00760692,0.998514,1.90159,94,95,11B,2025-06-03 13:53:12,30.15583333,0.1784690265,0.018,11B,S
ch4,-0.112167,3.5982,-19.5196,1996.68,7.57E-06,0,6,0.0379988,0.000520532,0.900728,-0.0151209,94,95,11C,2025-06-03 13:56:33,30.34666667,0.1210833333,0.02546666667,11C,S
co2,12.3332,1.10342,1.55507,421.58,0.00057215,3327.44,2,0.422419,0.00578656,0.998779,1.66259,94,95,11C,2025-06-03 13:56:33,30.34666667,0.1210833333,0.02546666667,11C,S
ch4,-0.196643,2.4687,2.38119,1996.56,1.25E-05,0,10,0.0408303,0.00055932,0.955579,-0.0250174,94,95,14B,2025-06-03 14:02:11,31.04333333,0.02136666667,0.001,14B,M
co2,10.3715,1.11789,5.30598,416.413,1.32E-06,1.00E+06,10,0.377592,0.00517249,0.998573,1.31949,94,95,14B,2025-06-03 14:02:11,31.04333333,0.02136666667,0.001,14B,M
ch4,-0.0878016,6.01758,-42.7646,1997.19,5.49E-06,0,10,0.0474388,0.000649846,0.753812,-0.0109663,94,95,14C,2025-06-03 14:05:36,31.0075,0.02485833333,0.001,14C,M
co2,13.0007,1.11049,19.9956,424.902,0.00107079,1941.32,3,0.439687,0.00602311,0.99857,1.62376,94,95,14C,2025-06-03 14:05:36,31.0075,0.02485833333,0.001,14C,M
ch4,0.463392,1.91309,-2.78573,1996.94,0.0135071,2001.55,6,0.0727292,0.00099629,0.857896,0.0622339,94,95,14A,2025-06-03 14:09:21,30.65333333,0.17045,0.02053333333,14A,M
co2,11.776,1.07802,2.81286,410.644,0.00130512,1622.42,2,0.294362,0.00403236,0.999276,1.58152,94,95,14A,2025-06-03 14:09:21,30.65333333,0.17045,0.02053333333,14A,M
ch4,-0.23009,2.15753,-13.1349,1997.54,1.46E-05,0,10,0.040112,0.000549479,0.967959,-0.0291259,94,95,13A,2025-06-03 14:13:14,30.80416667,0.025,0.001,13A,S
co2,11.6212,1.10291,2.73421,417.352,1.47E-06,1.00E+06,10,0.372934,0.00510868,0.99888,1.47106,94,95,13A,2025-06-03 14:13:14,30.80416667,0.025,0.001,13A,S
ch4,0.532665,1.24281,-0.216349,1996.96,0.00193611,2032.36,2,0.0335289,0.000459299,0.994498,0.0685445,94,95,13B,2025-06-03 14:16:32,30.76083333,0.022,0.001,13B,S
co2,19.8496,1.07847,-2.16455,416.299,0.000967958,3055.14,2,0.484516,0.00663721,0.999275,2.55428,94,95,13B,2025-06-03 14:16:32,30.76083333,0.022,0.001,13B,S
ch4,-0.15076,3.08703,-14.8526,1996.99,1.01E-05,0,10,0.0427896,0.000586158,0.92727,-0.0201839,94,95,13C,2025-06-03 14:19:56,30.61916667,0.216425,0.023,13C,S
co2,14.1974,1.09962,6.07879,416.47,1.90E-06,1.00E+06,10,0.466655,0.00639254,0.998949,1.90077,94,95,13C,2025-06-03 14:19:56,30.61916667,0.216425,0.023,13C,S
